discovery_sequence,program_name,source_url,canonical_url,catalogue_identifier,program_identifier,section_found_in,detected_credentials,classification_evidence,exclusion_reason,classified_at
684,Materials Engineering (Machine Learning) (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32735&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32735,catoid=22,poid=32735,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Materials Engineering (Machine Learning) (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
685,Materials Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32362&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32362,catoid=22,poid=32362,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Materials Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
686,Materials Science and Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32886&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32886,catoid=22,poid=32886,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Materials Science and Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
687,Mathematical Data Science (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32874&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32874,catoid=22,poid=32874,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Mathematical Data Science (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
688,Mathematical Finance (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31783&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31783,catoid=22,poid=31783,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Mathematical Finance (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
689,Mathematics (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31862&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31862,catoid=22,poid=31862,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Mathematics (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
690,Mechanical Engineering (Energy Conversion) (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32138&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32138,catoid=22,poid=32138,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Mechanical Engineering (Energy Conversion) (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
691,Mechanical Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32041&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32041,catoid=22,poid=32041,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Mechanical Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
692,Mechanical Engineering (Nuclear Power) (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32042&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32042,catoid=22,poid=32042,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Mechanical Engineering (Nuclear Power) (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
693,Mechanical Engineering (Quantitative Medical Engineering) (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32861&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32861,catoid=22,poid=32861,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Mechanical Engineering (Quantitative Medical Engineering) (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
694,Mechanical Engineering/Engineering Management (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32044&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32044,catoid=22,poid=32044,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Mechanical Engineering/Engineering Management (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
695,Media and Entertainment Law (LLM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32849&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32849,catoid=22,poid=32849,"Programs, Minors and Certificates","[""LLM""]","{""title"": ""Media and Entertainment Law (LLM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""LLM"", ""credential_groups"": [""LLM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""LLM""]}",graduate credential(s) ['LLM'] in credential field 'LLM',2026-07-31T01:26:34Z
696,Media Arts (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32970&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32970,catoid=22,poid=32970,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Media Arts (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
697,Medical Device and Diagnostic Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32055&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32055,catoid=22,poid=32055,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Medical Device and Diagnostic Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
698,Medical Gerontology (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32586&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32586,catoid=22,poid=32586,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Medical Gerontology (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
699,Medical Imaging and Imaging Informatics (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32870&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32870,catoid=22,poid=32870,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Medical Imaging and Imaging Informatics (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
700,Medical Product Quality (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32286&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32286,catoid=22,poid=32286,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Medical Product Quality (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
701,Molecular and Computational Biology (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31730&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31730,catoid=22,poid=31730,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Molecular and Computational Biology (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
702,Molecular Genetics and Biochemistry (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31729&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31729,catoid=22,poid=31729,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Molecular Genetics and Biochemistry (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
703,Molecular Microbiology and Immunology (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32205&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32205,catoid=22,poid=32205,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Molecular Microbiology and Immunology (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
704,Molecular Pathology and Experimental Medicine (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32776&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32776,catoid=22,poid=32776,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Molecular Pathology and Experimental Medicine (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
705,Molecular Pharmacology and Toxicology (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32281&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32281,catoid=22,poid=32281,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Molecular Pharmacology and Toxicology (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
706,Multiple Subject (MAT),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32501&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32501,catoid=22,poid=32501,"Programs, Minors and Certificates","[""MAT""]","{""title"": ""Multiple Subject (MAT)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MAT"", ""credential_groups"": [""MAT""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MAT""]}",graduate credential(s) ['MAT'] in credential field 'MAT',2026-07-31T01:26:34Z
707,Music History and Literature Emphasis (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32264&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32264,catoid=22,poid=32264,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Music History and Literature Emphasis (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
708,Music Industry (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32516&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32516,catoid=22,poid=32516,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Music Industry (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
709,Narrative Medicine (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32651&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32651,catoid=22,poid=32651,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Narrative Medicine (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
710,Neuroimaging and Informatics (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32206&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32206,catoid=22,poid=32206,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Neuroimaging and Informatics (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
711,Neuroscience (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31555&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31555,catoid=22,poid=31555,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Neuroscience (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
714,"Nutrition, Healthspan and Longevity (MS)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32155&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32155,catoid=22,poid=32155,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Nutrition, Healthspan and Longevity (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
715,Nutritional Science (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32730&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32730,catoid=22,poid=32730,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Nutritional Science (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
716,Occupational Therapy (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32168&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32168,catoid=22,poid=32168,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Occupational Therapy (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
717,Ocean Sciences (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31873&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31873,catoid=22,poid=31873,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Ocean Sciences (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
718,Operations Research Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32119&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32119,catoid=22,poid=32119,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Operations Research Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
719,Organizational Change and Leadership (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32887&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32887,catoid=22,poid=32887,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Organizational Change and Leadership (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
720,Organizational Leadership (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32957&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32957,catoid=22,poid=32957,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Organizational Leadership (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
721,Pain Medicine (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32741&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32741,catoid=22,poid=32741,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Pain Medicine (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
722,Performance (Classical Guitar) (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32256&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32256,catoid=22,poid=32256,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Performance (Classical Guitar) (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
723,"Performance (Flute), (Oboe), (Clarinet), (Bassoon), (Saxophone), (French Horn), (Trumpet), (Trombone), (Tuba) or (Percussion) (MM)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32262&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32262,catoid=22,poid=32262,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Performance (Flute), (Oboe), (Clarinet), (Bassoon), (Saxophone), (French Horn), (Trumpet), (Trombone), (Tuba) or (Percussion) (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
724,Performance (Keyboard Collaborative Arts) (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32255&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32255,catoid=22,poid=32255,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Performance (Keyboard Collaborative Arts) (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
725,Performance (Organ) (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32258&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32258,catoid=22,poid=32258,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Performance (Organ) (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
726,Performance (Piano) (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32259&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32259,catoid=22,poid=32259,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Performance (Piano) (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
727,Performance (Studio Guitar) (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32257&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32257,catoid=22,poid=32257,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Performance (Studio Guitar) (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
728,"Performance (Violin), (Viola), (Violoncello), (Double Bass) or (Harp) (MM)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32260&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32260,catoid=22,poid=32260,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Performance (Violin), (Viola), (Violoncello), (Double Bass) or (Harp) (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
729,Performance (Vocal Arts) (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32438&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32438,catoid=22,poid=32438,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Performance (Vocal Arts) (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
730,Perfusion Sciences (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32837&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32837,catoid=22,poid=32837,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Perfusion Sciences (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
731,Petroleum Engineering (Digital Oilfield Technologies) (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32673&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32673,catoid=22,poid=32673,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Petroleum Engineering (Digital Oilfield Technologies) (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
732,Petroleum Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32069&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32069,catoid=22,poid=32069,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Petroleum Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
733,Pharmaceutical Economics and Policy (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32282&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32282,catoid=22,poid=32282,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Pharmaceutical Economics and Policy (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
734,Pharmaceutical Sciences (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32280&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32280,catoid=22,poid=32280,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Pharmaceutical Sciences (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
735,Pharmacoepidemiology and Drug Safety (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32902&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32902,catoid=22,poid=32902,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Pharmacoepidemiology and Drug Safety (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
